25784.5399325  25787.5314756  0
25787.5314756  25789.5203731  1
25789.5203731  25791.538155  2
25791.538155  25795.5218689  3
26361.5323938  26367.5261795  0
26367.5261795  26369.5204312  1
26369.5204312  26371.5256427  2
26371.5256427  26375.5216301  3
26876.5392311  26883.0182264  0
26883.0182264  26883.5301948  1
26883.5301948  26885.528768  2
26885.528768  26889.5355319  3
27389.5256675  27393.526571  0
27393.526571  27395.5332755  1
27395.5332755  27397.5256618  2
27397.5256618  27401.5233067  3
27892.0273476  27897.5442019  0
27897.5442019  27899.5262522  1
27899.5262522  27901.5232798  2
27901.5232798  27905.542311  3
28419.5284552  28426.0316847  0
28426.0316847  28427.5381533  1
28427.5381533  28429.5220769  2
28429.5220769  28433.5273905  3
28923.5205464  28929.5216846  0
28929.5216846  28931.5253367  1
28931.5253367  28933.5223453  2
28933.5223453  28937.5423375  3
29452.5271179  29461.0214539  0
29461.0214539  29461.5393729  1
29461.5393729  29463.5227641  2
29463.5227641  29467.5233686  3
29987.5163887  29991.5281218  0
29991.5281218  29993.5207375  1
29993.5207375  29995.5433521  2
29995.5433521  29999.5221126  3
30489.5215156  30493.5223941  0
30493.5223941  30495.5220127  1
30495.5220127  30497.5279295  2
30497.5279295  30501.532013  3
30989.5218664  30995.025414  0
30995.025414  30995.5216944  1
30995.5216944  30997.5190897  2
30997.5190897  31001.5178753  3
31479.028684  31482.0224898  0
31482.0224898  31483.5226568  1
31483.5226568  31485.5391973  2
31485.5391973  31489.5259838  3
31973.5470401  31979.0319724  0
31979.0319724  31979.5309538  1
31979.5309538  31981.5258566  2
31981.5258566  31985.5398505  3
32495.5185276  32501.0267203  0
32501.0267203  32501.5232903  1
32501.5232903  32503.5148956  2
32503.5148956  32507.5218167  3
33017.5444303  33023.0417296  0
33023.0417296  33023.5367372  1
33023.5367372  33025.5205772  2
33025.5205772  33029.530879  3
33517.0182034  33520.0220368  0
33520.0220368  33521.5156895  1
33521.5156895  33523.5306421  2
33523.5306421  33527.5207785  3
34040.0299354  34046.5261406  0
34046.5261406  34047.5308183  1
34047.5308183  34049.5289829  2
34049.5289829  34053.5224643  3
34532.5277799  34535.5265868  0
34535.5265868  34537.5266809  1
34537.5266809  34539.5308421  2
34539.5308421  34543.5231031  3
35049.534349  35053.5298993  0
35053.5298993  35055.5123225  1
35055.5123225  35057.5196856  2
35057.5196856  35061.5176451  3
35533.5193127  35539.5220321  0
35539.5220321  35541.5215564  1
35541.5215564  35543.5220226  2
35543.5220226  35547.5268353  3
36045.5240599  36051.5216013  0
36051.5216013  36053.5384554  1
36053.5384554  36055.5235847  2
36055.5235847  36059.5288601  3
36536.0272253  36543.0198375  0
36543.0198375  36543.5281546  1
36543.5281546  36545.5319462  2
36979.536967  36983.5198398  0
36983.5198398  36985.5441766  1
36985.5441766  36987.5320307  2
37411.5311292  37415.5203549  0
37415.5203549  37417.5319659  1
37417.5319659  37419.525179  2
37841.5240899  37845.5212215  0
37845.5212215  37847.5202513  1
37847.5202513  37849.5322832  2
38275.5208459  38279.5214221  0
38279.5214221  38282.0218681  1
38282.0218681  38283.5246377  2
38705.5336147  38709.5241604  0
38709.5241604  38711.5210882  1
38711.5210882  38713.5215089  2
39130.0218588  39133.5178269  0
39133.5178269  39135.5255898  1
39135.5255898  39137.5252531  2
39560.0229407  39565.0230034  0
39565.0230034  39565.5288395  1
39565.5288395  39567.5225043  2
39986.0320639  39990.0203787  0
39990.0203787  39991.5417408  1
39991.5417408  39993.5295506  2
40411.530777  40417.0195372  0
40417.0195372  40417.5298038  1
40417.5298038  40419.5375808  2
40841.5427936  40849.5182258  0
40849.5182258  40853.0188176  1
40853.0188176  40855.022425  2
41259.520867  41267.5225138  0
41267.5225138  41271.0275452  1
41271.0275452  41271.5305171  2
41687.531626  41691.5276265  0
41691.5276265  41693.5248034  1
41693.5248034  41695.5225851  2
42112.0217219  42118.5196748  0
42118.5196748  42120.5380402  1
42120.5380402  42121.5304869  2
42535.5294742  42540.0209468  0
42540.0209468  42541.5215794  1
42541.5215794  42543.5305411  2
42960.0212915  42964.5404343  0
42964.5404343  42965.5304232  1
42965.5304232  42967.5191813  2
43385.5324825  43391.0383733  0
43391.0383733  43391.5164413  1
43391.5164413  43393.5216768  2
43807.0201542  43811.5190658  0
43811.5190658  43813.5381776  1
43813.5381776  43815.518356  2
44233.5343115  44238.5196048  0
44238.5196048  44239.5294027  1
44239.5294027  44241.5217566  2
44655.5313679  44661.0203165  0
44661.0203165  44661.5206652  1
44661.5206652  44663.5243821  2
